"Geneid","SRR1177963","SRR1177964","SRR1177965","SRR1177997","SRR1177999","SRR1178002","SRR1178014","SRR1178021","SRR1178047"
"4332","NM_001000926",0,0,0,0,0,0,0,0,0
"4333","NM_001000654",0,0,0,0,0,0,0,0,0
"4334","NM_001000337",0,0,0,0,0,0,0,0,0
"4335","NM_001302944",48,39,37,48,49,63,17,36,39
"4336","NM_001000652",0,0,0,0,0,0,0,0,0
"4337","NM_001000651",0,0,0,0,0,0,0,0,0
"4338","NM_001000650",0,0,0,0,0,0,0,0,0
"4339","NM_001000649",0,0,0,0,0,0,0,0,0
"4340","NM_001001058",0,0,0,0,0,0,0,0,0
"4341","NM_001001059",0,0,0,0,0,0,0,0,0
"4342","NM_001000339",0,0,0,0,0,0,0,0,0
"4343","NM_001000648",0,0,0,0,0,0,0,0,0
"4344","NM_001000647",0,0,0,0,0,0,0,0,0
"4345","NM_001000646",0,0,0,0,0,0,0,0,0
"4346","NM_001001126",0,0,0,0,0,0,0,0,0
"4347","NM_001000645",0,0,0,0,0,0,0,0,0
"4348","NM_001000340",0,0,0,0,0,0,0,0,0
"4349","NM_001000644",0,0,0,0,0,0,0,0,0
"4350","NM_001000643",0,0,0,0,0,0,0,0,0
"4351","NM_001000642",0,0,0,0,0,0,0,0,0
"4352","NM_001000641",0,0,0,0,0,0,0,0,0
"4353","NM_001000640",0,0,0,0,0,0,0,0,0
"4354","NM_001000639",0,0,0,0,0,0,0,0,0
"4355","NM_001000341",0,0,0,0,0,0,0,0,0
"4356","NM_001000638",0,0,0,0,0,0,0,0,0
"4357","NM_001000637",0,0,0,0,0,0,0,0,0
"4358","NM_001000636",0,0,0,0,0,0,0,0,0
"4359","NM_001000342",0,0,0,0,0,0,0,0,0
"4360","NM_001000343",0,0,0,0,0,0,0,0,0
"4361","NM_001000344",0,0,0,0,0,0,0,0,0
"4362","NM_001000345",0,0,0,0,0,0,0,0,0
"4363","NM_001000635",0,0,0,0,0,0,0,0,0
"4364","NM_001000925",0,0,0,0,0,0,0,0,0
"4365","NM_001001060",0,0,0,0,0,0,0,0,0
"4366","NM_001000346",0,0,0,0,0,0,0,0,0
"4367","NM_001000347",0,0,0,0,0,0,0,0,0
"4368","NM_001000924",0,0,0,0,0,0,0,0,0
"4369","NM_001000634",0,0,0,0,0,0,0,0,0
"4370","NM_001000349",0,0,0,0,0,0,0,0,0
"4371","NM_001000633",0,0,0,0,0,0,0,0,0
"4372","NM_001001061",0,0,0,0,0,0,0,0,0
"4373","NM_001000350",0,0,0,0,0,0,0,0,0
"4374","NM_001000348",0,0,0,0,0,0,0,0,0
"4375","NM_001000351",0,0,0,0,0,0,0,0,0
"4376","NM_001000352",0,0,0,0,0,0,0,0,0
"4377","NM_001000632",0,0,0,0,0,0,0,0,0
"4378","NM_001001062",0,0,0,0,0,0,0,0,0
"4379","NM_001000353",0,0,0,0,0,0,0,0,0
"4380","NM_001000354",0,0,0,0,0,0,0,0,0
"4381","NM_001000631",0,0,0,0,0,0,0,0,0
"4382","NM_001001378",0,0,0,0,0,0,0,0,0
"4383","NM_001000355",0,0,0,0,0,0,0,0,0
"4384","NM_001000356",0,0,0,0,0,0,0,0,0
"4385","NM_001000997",0,0,0,0,0,0,0,0,0
"4386","NM_001000569",0,0,0,0,0,0,0,0,0
"4387","NM_001000630",0,0,0,0,0,0,0,0,0
"4388","NM_001000629",0,0,0,0,0,0,0,0,0
"4389","NM_001000357",0,0,0,0,0,0,0,0,0
"4390","NM_001000628",0,0,0,0,0,0,0,0,0
"4391","NM_001001063",0,0,0,0,0,0,0,0,0
"4392","NM_001001064",0,0,0,0,0,0,0,0,0
"4393","NM_001000513",0,0,0,0,0,0,0,0,0
"4394","NM_001000627",0,0,0,0,0,0,0,0,0
"4395","NM_001000359",0,0,0,0,0,0,0,0,0
"4396","NM_001000626",0,0,0,0,0,0,0,0,0
"4397","NM_001000570",0,0,0,0,0,0,0,0,0
"4398","NM_001001065",0,0,0,0,0,0,0,0,0
"4399","NM_001001066",0,0,0,0,0,0,0,0,0
"4400","NM_001000571",0,0,0,0,0,0,0,0,0
"4401","NM_001000625",0,0,0,0,0,0,0,0,0
"4402","NM_001000624",0,0,0,0,0,0,0,0,0
"4403","NM_001000360",0,0,0,0,0,0,0,0,0
"4404","NM_001000923",0,0,0,0,0,0,0,0,0
"4405","NM_001000623",0,0,0,0,0,0,0,0,0
"4406","NM_001000622",0,0,0,0,0,0,0,0,0
"4407","NM_001000621",0,0,0,0,0,0,0,0,0
"4408","NM_001000361",0,0,0,0,0,0,0,0,0
"4409","NM_001001067",0,0,0,0,0,0,0,0,0
"4410","NM_001000362",0,0,0,0,0,0,0,0,0
"4411","NM_001000572",0,0,0,0,0,0,0,0,0
"4412","NM_001000363",0,0,0,0,0,0,0,0,0
"4413","NM_001000573",0,0,0,0,0,0,0,0,0
"4414","NM_001000514",0,0,0,0,0,0,0,0,0
"4415","NM_001000620",0,0,0,0,0,0,0,0,0
"4416","NM_001000619",0,0,0,0,0,0,0,0,0
"4417","NM_001000574",0,0,0,0,0,0,0,0,0
"4418","NM_001000617",0,0,0,0,0,0,0,0,0
"4419","NM_001000364",0,0,0,0,0,0,0,0,0
"4420","NM_001000618",0,0,0,0,0,0,0,0,0
"4421","NM_001000922",0,0,0,0,0,0,0,0,0
"4422","NM_001000616",0,0,0,0,0,0,0,0,0
"4423","NM_001000576",0,0,0,0,0,0,0,0,0
"4424","NM_001000575",0,0,0,0,0,0,0,0,0
"4425","NM_001000577",0,0,0,0,0,0,0,0,0
"4426","NM_001000578",0,0,0,0,0,0,0,0,0
"4427","NM_001107744",223,235,191,164,168,146,226,228,272
"4428","NM_001106488",0,0,0,0,0,0,0,0,0
"4429","NM_001013159",533,515,505,496,494,477,416,654,635
"4430","NM_001317330",0,0,0,0,0,0,0,0,0
"4431","NM_001107745",0,1,0,0,2,1,1,0,0
"4432","NM_001106489",1084,1136,972,773,944,790,905,1005,944
"4433","NM_001105726",442,427,435,325,328,296,631,632,632
"4434","NM_001107746",106,98,101,94,134,97,85,114,99
"4435","NM_031595",1549,1572,1443,1373,1438,1359,1935,2267,2063
"4436","NM_001108584",2,3,4,0,1,4,2,10,10
"4437","NM_001039196",124,119,111,111,101,108,114,212,227
"4438","NM_001005892",54,50,53,117,101,119,84,78,139
"4439","NM_001106490",0,0,0,0,0,1,1,2,1
"4440","NM_001271346",148,174,128,112,168,148,98,73,70
"4441","NM_016988",0,0,0,0,0,0,0,0,0
"4442","NM_031627",2121,1871,1761,1766,2100,2020,1663,1511,1450
"4443","NM_053585",171,146,142,216,175,199,143,141,281
"4444","NM_001009966",612,595,529,578,663,554,676,770,763
"4445","NM_001357071",0,0,0,0,0,0,0,0,0
"4446","NM_031322",253,229,231,332,546,428,391,467,466
"4447","NM_022924",27030,28618,25174,32252,32610,27529,19581,15847,14293
"4448","NM_001113793",110,82,106,72,65,63,49,90,66
"4449","NM_001107747",366,454,372,425,405,401,485,554,599
"4450","NM_001271212",890,906,950,1044,1024,999,1080,1649,1398
"4451","NM_031547",0,1,0,0,0,1,0,0,0
"4452","NM_031143",1178,1234,1016,1108,1798,1470,1373,1214,1415
"4453","NM_030859",15,11,11,15,16,13,10,7,3
"4454","NM_001005562",83,76,62,114,122,120,188,134,219
"4455","NM_199107",86,57,66,63,88,79,99,116,161
"4456","NM_053777",236,217,178,140,147,142,168,120,180
"4457","NM_001109201",1,4,3,0,0,2,0,1,1
"4458","NM_001012088",989,953,907,558,773,653,705,913,645
"4459","NM_001107748",233,273,205,303,351,310,352,481,550
"4460","NM_001011955",9,8,8,7,10,10,7,7,6
"4461","NM_001271530",21,19,13,14,15,11,9,19,10
"4462","NM_001106553",0,0,0,0,0,0,0,1,1
"4463","NM_001110055",30,12,16,50,47,57,48,35,79
"4464","NM_001267534",129,149,131,127,183,153,171,181,202
"4465","NM_001109594",0,0,0,0,1,0,0,0,2
"4466","NM_001014180",355,376,363,311,327,295,408,644,470
"4467","NR_031792",0,0,0,0,0,0,0,0,0
"4468","NM_001127379",1415,1626,1456,1749,1757,1704,2229,2900,2699
"4469","NM_001047953",0,0,0,0,0,0,0,0,0
"4470","NM_053468",0,0,1,0,1,2,3,3,0
"4471","NM_001107754",108,123,105,137,128,123,117,139,137
"4472","NM_001033692",317,328,332,262,300,298,395,481,506
"4473","NM_001108955",2,4,0,1,4,2,5,7,17
"4474","NM_001044242",323,315,315,248,290,253,271,324,338
"4475","NM_001106492",134,142,140,67,63,64,135,136,170
"4476","NM_001106493",14,10,11,10,17,6,17,7,24
"4477","NM_012520",70000,81729,55074,44998,58391,52309,44272,31566,31441
"4478","NM_001108956",10,0,4,1,0,0,0,8,1
"4479","NM_001012185",2070,2002,1992,981,1089,944,1258,1801,1764
"4480","NM_001107756",291,222,275,140,147,150,264,444,437
"4481","NM_012925",1103,1104,807,975,1164,1084,879,604,832
"4482","NM_001108585",2,0,2,3,3,3,1,1,1
"4483","NM_001244781",0,0,0,0,0,0,0,0,0
"4484","NM_001244780",0,0,0,0,0,0,0,0,0
"4485","NM_001244779",0,0,0,0,0,0,0,0,0
"4486","NM_001037358",1,2,3,1,3,4,0,1,1
"4487","NM_001109606",2684,2574,2422,1384,1882,1456,2846,2095,1857
"4488","NM_001077672",113,102,88,78,79,59,114,224,261
"4489","NM_001109202",140,139,177,303,328,252,279,365,316
"4490","NM_001139493",122,122,109,148,136,88,214,375,313
"4491","NM_001029916",1010,1057,941,1635,1817,1586,1872,1511,1399
"4492","NM_001168523",986,950,1017,690,575,549,1323,2162,2184
"4493","NM_013001",0,0,0,1,0,0,0,0,0
"4494","NM_001191853",47,41,37,53,57,51,49,44,51
"4495","NM_001014045",188,175,170,144,126,140,179,224,207
"4496","NM_001007597",0,0,0,0,0,0,0,0,0
"4497","NM_012971",0,0,0,0,0,0,0,0,0
"4498","NM_001137642",23,14,12,11,10,11,14,13,39
"4499","NM_021851",135,132,132,82,124,96,105,186,135
"4500","NM_001108587",43,32,22,20,21,11,31,57,46
"4501","NM_022629",1013,1044,920,1627,2072,1915,1150,807,744
"4502","NM_001025042",1,4,2,11,17,5,21,19,36
"4503","NM_001044301",0,0,0,0,0,0,0,0,0
"4504","NM_001001068",0,0,0,0,0,0,0,0,0
"4505","NM_001000365",0,0,0,0,0,0,0,0,0
"4506","NM_001000615",0,0,0,0,0,0,0,0,0
"4507","NM_001000366",0,0,0,0,0,0,0,0,0
"4508","NM_001000367",0,0,0,0,0,0,0,0,0
"4509","NM_001000921",0,0,0,0,0,0,0,0,0
"4510","NM_001000368",0,0,0,0,0,0,0,0,0
"4511","NM_001000614",0,0,0,0,0,0,0,0,0
"4512","NM_001000613",0,0,0,0,0,0,0,0,0
"4513","NM_001000369",0,0,0,0,0,0,0,0,0
"4514","NM_001001069",0,0,0,0,0,0,0,0,0
"4515","NM_001000996",0,0,0,0,0,0,0,0,0
"4516","NM_001000611",0,0,0,0,0,0,0,0,0
"4517","NM_001000919",0,0,0,0,0,0,0,0,0
"4518","NM_001000371",0,0,0,0,0,0,0,0,0
"4519","NM_001000372",0,0,0,0,0,0,0,0,0
"4520","NM_001000610",0,0,0,0,0,0,0,0,0
"4521","NM_001000609",0,0,0,0,0,0,0,0,0
"4522","NM_001000373",0,0,0,0,0,0,0,0,0
"4523","NM_001000918",0,0,0,0,0,0,0,0,0
"4524","NM_001000374",0,0,0,0,0,0,0,0,0
"4525","NM_001000608",0,0,0,0,0,0,0,0,0
"4526","NM_001000579",0,0,0,0,0,0,0,0,0
"4527","NM_001000607",0,0,0,0,0,0,0,0,0
"4528","NM_001000917",0,0,0,0,0,0,0,0,0
"4529","NM_001000606",0,0,0,0,0,0,0,0,0
"4530","NM_001000375",0,0,0,0,0,0,0,0,0
"4531","NM_001000605",0,0,0,0,0,0,0,0,0
"4532","NM_001000376",0,0,0,0,0,0,0,0,0
"4533","NM_001000604",0,0,0,0,0,0,0,0,0
"4534","NM_001000603",0,0,0,0,0,0,0,0,0
"4535","NM_001000916",0,0,0,0,0,0,0,0,0
"4536","NM_001000602",0,0,0,0,0,0,0,0,0
"4537","NM_001000377",0,0,0,0,0,0,0,0,0
"4538","NM_001000915",0,0,0,0,0,0,0,0,0
"4539","NM_001000580",0,0,0,0,0,0,0,0,0
"4540","NM_001000378",0,0,0,0,0,0,0,0,0
"4541","NM_001000601",0,0,0,0,0,0,0,0,0
"4542","NM_001000600",0,0,0,0,0,0,0,0,0
"4543","NM_001106494",5,6,9,24,12,25,11,10,18
"4544","NM_001108957",0,0,0,1,0,0,0,0,0
"4545","NM_001126100",294,310,245,276,352,321,333,507,455
"4546","NM_001106495",492,492,491,397,438,380,473,544,556
"4547","NM_001109645",87,100,62,74,54,61,89,109,115
"4548","NM_017362",0,0,0,0,0,0,0,0,0
"4549","NM_001106496",956,890,818,857,924,818,1110,1247,1271
"4550","NM_019282",3,2,2,7,7,8,1,6,3
"4551","NM_001135238",19,17,21,16,33,39,22,17,35
"4552","NM_013175",1,0,0,0,1,0,1,1,3
"4553","NM_001168524",103,60,50,41,59,43,93,88,233
"4554","NM_019281",0,0,0,0,0,0,0,1,0
"4555","NM_019183",0,0,0,3,2,3,0,2,5
"4556","NR_032290",0,0,0,0,0,0,0,0,0
"4557","NM_001047089",71,63,51,91,86,80,80,73,75
"4558","NM_001013078",7,5,4,1,1,4,17,27,32
"4559","NM_139258",205,168,139,652,700,746,115,59,100
"4560","NM_001106497",520,500,433,440,450,452,671,691,750
"4561","NM_138540",30,33,8,11,18,8,28,24,86
"4562","NM_001106498",3,1,3,2,4,2,0,1,1
"4563","NM_053478",35,30,44,62,67,81,51,42,77
"4564","NM_001305384",0,0,0,0,0,0,0,0,0
"4565","NM_001107759",2,1,0,0,2,1,0,1,1
"4566","NM_001004264",35,26,14,4,24,6,17,16,44
"4567","NM_001109639",22,14,9,29,20,21,38,32,30
"4568","NM_001024245",84,105,93,102,167,127,132,213,158
"4569","NM_001170594",36,22,41,20,33,10,33,44,107
"4570","NM_001135845",114,107,98,76,65,75,114,121,144
"4571","NM_172011",3,8,3,1,2,2,1,2,7
"4572","NM_133595",337,317,242,677,876,784,483,343,320
"4573","NM_001014046",701,662,656,559,561,561,652,840,823
"4574","NM_001191740",80,55,49,56,66,49,59,101,101
"4575","NM_001034948",121,129,84,74,122,102,146,136,267
"4576","NM_001004265",11,5,7,16,7,13,11,15,31
"4577","NM_001107760",139,137,116,91,110,112,147,200,200
"4578","NM_001106499",232,197,167,166,141,155,174,280,316
"4579","NM_001173437",7,36,9,5,18,13,84,137,117
"4580","NM_138542",3,2,4,3,0,6,5,3,8
"4581","NR_130141",1020,1259,1240,1417,1434,1390,1139,1227,1058
"4582","NM_001107761",1,0,1,0,0,0,1,1,2
"4583","NM_001107762",68,43,26,13,43,10,48,27,123
"4584","NM_001346423",18,14,2,3,7,3,11,11,33
"4585","NM_024139",873,1009,835,747,724,648,544,843,1039
"4586","NM_031045",29,30,21,44,49,43,31,26,48
"4587","NM_001106500",222,283,244,220,222,209,220,264,255
"4588","NM_001107763",4,4,0,0,1,3,0,6,7
"4589","NM_001108958",387,387,382,465,535,448,401,402,519
"4590","NM_017092",197,192,154,130,154,103,119,98,163
"4591","NM_001108589",102,104,72,81,108,111,92,133,118
"4592","NM_001107764",203,221,214,165,176,146,296,395,407
"4593","NM_001114656",87,65,69,62,73,65,117,195,147
"4594","NM_139324",147,149,147,142,157,174,269,378,549
"4595","NM_001145840",389,453,342,310,410,318,230,284,259
"4596","NM_022689",237,205,202,331,286,282,296,411,562
"4597","NM_001012354",155,140,115,158,185,189,183,195,195
"4598","NM_001108590",1,6,4,4,8,5,4,5,3
"4599","NM_001013204",200,175,186,199,218,205,190,186,184
"4600","NM_001014047",70,76,99,66,89,81,80,96,77
"4601","NM_001011956",66,94,87,82,81,68,67,139,120
"4602","NM_030995",11,0,2,3,4,7,3,1,5
"4603","NM_017319",6334,7055,6884,9665,9016,9150,9801,10486,11081
"4604","NM_001098782",1390,1448,1155,2400,2898,2422,3186,3107,3331
"4605","NM_001305263",378,453,325,412,458,525,557,943,860
"4606","NM_001110811",9,6,8,8,5,7,7,8,10
"4607","NM_001012220",82,84,92,49,39,36,55,50,74
"4608","NM_001012738",1,0,1,1,0,0,1,0,0
"4609","NM_001011957",29,39,31,50,64,52,54,45,61
"4610","NM_001191964",188,217,189,153,219,202,206,294,253
"4611","NM_001191571",940,876,847,772,696,732,662,831,766
"4612","NM_001077670",594,614,561,450,416,385,481,763,877
"4613","NM_001109652",0,0,0,0,0,0,0,0,0
"4614","NM_012512",10542,10640,11217,18687,19224,19400,15379,14636,17386
"4615","NM_017052",4962,4894,3816,7880,8777,8932,5984,4936,5693
"4616","NM_001013160",33,16,19,23,21,21,11,29,12
"4617","NM_001191965",1,0,0,1,0,0,1,0,4
"4618","NM_153739",8,11,12,18,47,25,91,49,45
"4619","NM_001107767",13,13,12,5,42,23,168,112,177
"4620","NM_024141",4,0,0,1,4,0,7,5,3
"4621","NM_031664",263,297,299,1125,1212,1266,434,448,567
"4622","NM_031031",45,53,32,38,57,54,39,27,40
"4623","NR_032264",0,0,0,0,0,0,0,0,0
"4624","NM_001008518",3,2,4,8,6,12,10,2,9
"4625","NM_001109647",72,83,88,51,48,49,56,91,90
"4626","NM_172066",649,643,561,558,596,546,541,724,710
"4627","NM_001047913",341,445,288,758,148,884,225,318,317
"4628","NM_001107769",6,12,5,3,9,11,14,9,4
"4629","NM_001162935",0,0,0,0,0,0,0,0,0
"4630","NM_001013205",203,232,218,165,212,173,374,297,446
"4631","NM_001040271",3,1,3,2,0,0,3,3,4
"4632","NM_053592",20,19,14,10,17,16,12,15,17
"4633","NM_013226",1757,1794,1722,1227,1268,1318,1475,3663,3741
"4634","NM_001109205",667,669,623,746,716,794,942,1140,1057
"4635","NM_001168527",1255,1626,1304,1310,1838,1544,2536,2153,2773
"4636","NM_153297",1055,1057,988,845,864,824,1222,1253,1475
"4637","NM_001013921",61,50,54,55,46,50,56,80,115
"4638","NM_017016",2696,4359,3187,16,20,17,248,102,104
"4639","NM_031736",32510,37288,32094,13620,14830,11091,11708,7506,6263
"4640","NM_001106502",862,968,903,1302,1266,1147,896,940,1134
"4641","NM_053705",1054,1135,951,1400,1387,1317,1048,1097,952
"4642","NM_001107770",520,459,376,596,596,714,635,483,580
"4643","NM_001025043",11,9,15,15,6,11,13,22,33
"4644","NM_053850",203,219,155,215,195,115,131,143,171
"4645","NM_001008766",304,322,320,205,261,230,371,458,468
"4646","NM_001037766",1395,1667,1577,1394,1490,1226,1586,2334,2643
"4647","NM_001100978",517,500,440,715,854,775,529,545,683
"4648","NM_001106503",528,539,496,485,541,513,471,577,496
"4649","NM_001134834",409,427,366,732,738,706,750,499,523
"4650","NM_001106504",0,0,0,0,0,0,0,0,0
"4651","NM_001168529",8,15,12,29,25,16,16,11,15
"4652","NM_138505",83,92,81,158,178,118,105,80,82
"4653","NM_001012089",2,0,3,4,9,3,5,1,10
"4654","NM_138857",0,0,3,0,0,0,0,1,1
"4655","NM_032462",0,0,0,1,0,0,0,2,0
"4656","NM_012798",16,11,11,19,10,5,27,30,39
"4657","NM_001106505",374,406,393,298,342,321,428,539,518
"4658","NM_001014182",1,1,0,3,0,0,1,1,0
"4659","NM_001314004",0,0,0,0,0,0,0,0,0
"4660","NM_001314003",0,0,0,0,0,0,0,0,0
"4661","NM_001314002",0,0,0,0,0,0,0,0,0
"4662","NR_132743",177,173,176,131,164,119,266,321,305
"4663","NM_022612",0,0,0,0,0,0,0,0,0
"4664","NM_171988",113,212,99,109,114,138,93,143,161
"4665","NM_171989",0,0,0,0,0,0,0,0,0
"4666","NM_001024312",0,0,0,0,0,0,0,0,0
"4667","NM_001191854",116,116,151,105,92,83,134,202,180
"4668","NM_001012090",102,117,103,57,52,47,90,85,115
"4669","NM_001107772",31,38,24,23,46,40,11,36,16
"4670","NM_138536",92,84,102,79,109,87,89,119,93
"4671","NM_001106509",125,153,105,85,98,90,152,128,169
"4672","NM_031773",348,390,309,174,179,143,389,370,507
"4673","NM_031148",421,387,332,410,316,297,801,1122,1237
"4674","NM_031512",15,14,26,58,41,58,32,37,84
"4675","NM_001134515",0,0,0,0,0,0,0,0,0
"4676","NM_019374",0,0,0,0,0,0,0,0,0
"4677","NM_013016",309,254,286,392,355,371,456,728,850
"4678","NM_001107773",138,153,119,101,136,119,105,137,139
"4679","NM_001108959",0,0,0,0,0,0,0,0,2
"4680","NM_134358",690,696,534,507,507,490,741,850,965
"4681","NM_001025732",341,325,307,201,142,149,533,730,1023
"4682","NM_053581",2042,2109,1902,1615,1718,1549,1784,1786,1850
"4683","NM_001012348",265,248,202,198,281,234,243,218,285
"4684","NM_001106511",8,3,8,12,12,11,8,1,9
"4685","NM_001005541",435,422,338,380,488,412,473,527,597
"4686","NM_001013206",314,313,268,250,291,224,295,305,312
"4687","NM_016992",0,0,0,0,0,0,0,0,0
"4688","NM_012996",0,0,0,0,0,0,0,0,0
"4689","NM_172022",212,198,148,280,329,413,166,90,131
"4690","NM_001106512",1170,1230,1126,1193,1444,1260,1283,1415,1343
"4691","NM_001107775",4,5,7,11,5,11,6,6,8
"4692","NM_001107774",547,645,517,405,445,412,680,957,811
"4693","NM_023967",0,0,0,3,0,0,0,3,0
"4694","NM_001039024",12,21,14,16,11,16,10,6,9
"4695","NM_001107777",143,81,189,207,309,242,161,211,264
"4696","NM_001025691",100,80,63,88,107,96,80,68,104
"4697","NM_001107778",22,14,31,31,41,52,32,24,41
"4698","NM_133572",73,105,112,60,136,78,46,36,81
"4699","NM_001106513",297,308,234,175,187,146,160,152,192
"4700","NM_001108591",7,3,3,3,3,4,0,1,5
"4701","NR_031860",1,0,2,0,2,0,1,0,1
"4702","NM_001134618",47,63,54,65,65,73,77,88,98
"4703","NM_001005556",531,471,473,520,597,587,397,386,383
"4704","NM_001134854",167,194,179,48,49,65,95,199,270
"4705","NM_024483",0,0,0,0,0,0,0,0,0
"4706","NM_001037096",21,15,17,22,30,43,20,20,28
"4707","NM_012631",35,51,38,48,106,144,97,72,105
"4708","NM_001102431",0,0,0,0,0,0,0,0,1
"4709","NM_022381",285,264,236,201,230,243,282,421,632
"4710","NM_001048043",269,308,306,269,312,280,408,448,565
"4711","NM_138978",0,0,0,0,0,0,0,0,0
"4712","NM_012526",6,6,3,0,1,0,0,2,0
"4713","NM_001014258",725,706,590,648,617,602,713,717,690
"4714","NM_001106514",39,23,25,12,11,32,21,44,48
"4715","NM_001107779",269,299,297,108,141,103,331,607,575
"4716","NM_017178",57,56,45,77,117,123,111,128,130
"4717","NM_001100529",413,422,378,314,322,314,389,458,436
"4718","NM_001014183",0,0,0,0,0,0,0,0,0
"4719","NM_001106516",0,1,1,0,0,0,0,2,1
"4720","NM_030991",0,0,0,0,0,0,0,0,0
"4721","NM_001270576",0,0,0,0,0,0,0,0,0
"4722","NM_001270575",0,0,0,0,0,0,0,0,0
"4723","NM_001008353",238,254,195,311,319,300,284,312,331
"4724","NM_019147",50,90,44,63,112,52,45,78,64
"4725","NM_001107782",47,88,75,52,68,51,78,85,100
"4726","NM_001126371",106,89,105,93,84,85,95,100,121
"4727","NM_001126291",15,22,15,21,24,14,34,33,42
"4728","NM_001108592",187,151,181,122,137,120,194,252,216
"4729","NM_001108960",0,1,0,0,0,1,1,1,0
"4730","NM_031555",1,3,1,10,6,4,4,4,2
"4731","NM_001009655",112,115,118,71,88,59,95,109,124
"4732","NM_001106519",1,0,0,1,0,0,1,1,0
"4733","NM_001106518",996,960,938,991,808,1019,956,1195,1337
"4734","NM_001024313",112,122,95,91,100,105,112,138,155
"4735","NM_001277235",633,626,625,590,775,655,1141,2320,1875
"4736","NM_001106520",149,194,150,115,132,125,168,193,169
"4737","NM_019219",273,277,267,272,301,290,258,233,267
"4738","NM_001107784",285,260,230,210,184,184,252,348,417
"4739","NM_001107785",0,0,1,0,0,0,0,2,1
"4740","NM_001108595",277,268,308,185,195,189,320,344,495
"4741","NM_053797",0,0,0,0,0,0,0,0,1
"4742","NM_001329889",0,0,0,0,0,0,0,0,0
"4743","NM_001191904",0,0,0,0,0,0,0,0,0
"4744","NM_001107787",0,0,0,0,0,0,0,0,0
"4745","NM_012743",635,812,263,366,1051,397,848,445,556
"4746","NM_053383",290,261,278,313,465,398,350,558,348
"4747","NM_031771",61,89,70,121,119,145,70,85,112
"4748","NM_013036",0,0,0,1,0,1,0,0,0
"4749","NR_130708",4,9,10,9,9,8,18,26,12
"4750","NM_001191966",6,14,12,8,10,8,15,17,17
"4751","NM_001106521",57,59,63,69,64,53,128,150,231
"4752","NM_001107788",215,226,195,220,273,206,270,323,297
"4753","NM_153734",0,0,0,0,0,0,0,0,0
"4754","NM_139085",0,0,0,0,0,0,0,0,0
"4755","NM_001109522",0,0,0,0,0,0,0,0,0
"4756","NM_001108597",0,0,0,0,0,0,0,0,0
"4757","NM_147137",0,0,0,0,0,0,0,0,0
"4758","NM_019258",0,0,0,0,0,0,0,0,0
"4759","NM_001106522",0,0,0,0,0,0,0,0,0
"4760","NM_001109343",0,0,0,0,0,0,0,0,0
"4761","NM_012837",873,708,775,1032,869,1002,957,1197,1249
"4762","NM_012718",0,0,0,0,0,0,0,0,0
"4763","NM_053748",754,751,701,624,875,763,659,1048,920
"4764","NM_199266",0,0,0,0,0,0,0,0,0
"4765","NM_001037350",0,0,0,0,0,0,0,0,0
"4766","NM_198685",0,0,0,0,0,0,0,0,0
"4767","NR_144435",0,0,0,0,0,0,0,0,0
"4768","NM_001108961",0,0,0,0,0,0,0,0,0
"4769","NM_001106523",3,5,9,14,11,11,10,4,16
"4770","NM_001034003",2355,2919,2149,1942,2335,2102,1394,970,1073
"4771","NM_001109546",1,0,0,0,1,0,0,0,1
"4772","NM_053498",41,76,38,45,56,48,77,71,80
"4773","NM_001109207",27,19,18,10,9,6,18,10,35
"4774","NM_001024314",595,574,551,318,333,303,304,326,345
"4775","NM_001009409",176,170,145,174,144,136,125,240,162
"4776","NM_013102",1040,1203,991,1446,1240,1268,1961,2402,3025
"4777","NM_001025692",4,3,3,0,2,0,2,4,16
"4778","NM_001244769",0,1,1,0,1,1,1,0,2
"4779","NM_001244770",0,0,0,0,0,0,0,0,2
"4780","NM_001244768",0,0,1,1,2,2,1,2,2
"4781","NM_001106526",0,1,0,0,0,0,0,0,0
"4782","NM_001014050",0,0,1,0,0,0,1,0,2
"4783","NM_001037198",12,15,15,15,14,10,17,13,20
"4784","NM_001191905",3,5,1,0,1,5,3,0,2
"4785","NM_001047858",233,223,175,244,287,211,2291,5094,8489
"4786","NM_001168579",0,0,0,0,0,0,0,0,0
"4787","NM_021764",554,513,523,487,591,530,584,655,760
"4788","NM_001109561",0,0,0,0,0,0,0,1,0
"4789","NM_001168650",23,17,17,7,24,15,8,6,10
"4790","NM_144755",108,107,114,62,25,34,1390,964,1859
"4791","NM_001004281",331,325,262,391,416,376,377,509,622
"4792","NM_001037517",0,0,0,0,0,0,0,0,0
"4793","NM_001025060",0,0,0,0,0,0,0,0,0
"4794","NM_001037368",0,0,0,0,0,0,0,0,0
"4795","NM_134391",0,0,0,0,0,0,0,0,0
"4796","NM_001037518",0,0,1,0,0,0,0,0,0
"4797","NM_001037506",0,0,0,0,0,0,0,0,0
"4798","NM_001025753",17,10,13,12,13,18,12,16,20
"4799","NM_001037519",1,2,1,1,2,0,2,3,1
"4800","NM_001037515",0,1,0,0,2,1,4,6,3
"4801","NM_001037516",0,0,0,0,0,0,0,0,0
"4802","NM_001037512",0,0,0,0,0,0,0,0,0
"4803","NM_001037508",0,0,0,0,0,0,0,0,0
"4804","NM_001107789",954,856,858,1295,1588,1343,1964,2780,2998
"4805","NM_053472",0,1,1,2,6,2,1,2,3
